Sample_year,Latitude,Longitude,Location,Sample_ID,Sample_depth,Bulk_dens_rep1,Bulk_dens_rep2,Bulk_dens_rep3,C_ton_ha,pH,Ca_MEQ_100g,Mg_MEQ_100g,K_MEQ_100g,Na_MEQ_100g,S_MEQ_100g,H_MEQ_100g,Al_MEQ_100g,C_perc,N_perc,OM_perc,P_ppm,K_ppm,Na_ppm,Sand_CoarsePart,Sand_FinePart,Silt,Tot_clay,SoilColor,SoilColorObs,LC_type,LC_age,LU_type,LULC_hist,Man_mec_ag,Num_burn,Fert_use
1995,-9999,-9999,Yapu,YA04-95,20-40,-9999,-9999,-9999,-9999,4.2,0.3,0.1,-9999,-9999,-9999,-9999,7,1.08,0.22,1.85,<1,-9999,-9999,5,2,35,58,5YR 6/8,"Orange, Podzolico Vermelho Amarelo Argiloso Alico",SS,20,Swidden agriculture,Before 1974-forest or old growth; 1974-crop; 1975-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA04-95,40-60,-9999,-9999,-9999,-9999,4.5,0.2,0.1,-9999,-9999,-9999,-9999,7.5,0.85,0.13,1.46,<1,-9999,-9999,5,2,31,62,5YR 6/8,"Orange,Podzolico Vermelho Amarelo Argiloso Alico",SS,20,Swidden agriculture,Before 1974-forest or old growth; 1974-crop; 1975-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA04-95,60-80,-9999,-9999,-9999,-9999,4.8,0.3,0.2,-9999,-9999,-9999,-9999,7,0.77,0.11,1.32,<1,-9999,-9999,4,2,30,64,5YR 6/8,"Orange,Podzolico Vermelho Amarelo Argiloso Alico",SS,20,Swidden agriculture,Before 1974-forest or old growth; 1974-crop; 1975-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA04-95,80-100,-9999,-9999,-9999,-9999,5,0.1,0,-9999,-9999,-9999,-9999,9.9,0.45,0.1,0.77,<1,-9999,-9999,7,3,24,66,5YR 5/8,"Orange,10YR 4/8 (red),Podzolico Vermelho Amarelo Argiloso Alico",SS,20,Swidden agriculture,Before 1974-forest or old growth; 1974-crop; 1975-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA05-95,0-20,-9999,-9999,-9999,-9999,4.2,0.2,0,-9999,-9999,-9999,-9999,3.2,2.13,0.17,3.66,<1,-9999,-9999,24,19,21,36,7.5YR 6/8,"Orange, Latossolo Vermelho Amarelo Argiloso Alico",SS,15,Swidden agriculture,Before 1979-forest or old growth; 1979-crop; 1980-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA05-95,20-40,-9999,-9999,-9999,-9999,4.8,0.2,0.2,-9999,-9999,-9999,-9999,3,0.82,0.92,1.41,<1,-9999,-9999,21,24,17,36,7.5YR 6/8,"Orange, Latossolo Vermelho Amarelo Argiloso Alico",SS,15,Swidden agriculture,Before 1979-forest or old growth; 1979-crop; 1980-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA05-95,40-60,-9999,-9999,-9999,-9999,4.8,0.2,0.1,-9999,-9999,-9999,-9999,3,0.56,0.34,0.96,<1,-9999,-9999,22,24,16,38,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,15,Swidden agriculture,Before 1979-forest or old growth; 1979-crop; 1980-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA05-95,60-80,-9999,-9999,-9999,-9999,5,0.1,0.1,-9999,-9999,-9999,-9999,3.1,0.55,0.36,0.94,<1,-9999,-9999,20,22,16,42,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,15,Swidden agriculture,Before 1979-forest or old growth; 1979-crop; 1980-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA05-95,80-100,-9999,-9999,-9999,-9999,5.1,0.2,0.1,-9999,-9999,-9999,-9999,2.5,0.45,1.13,0.77,<1,-9999,-9999,21,19,14,46,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,15,Swidden agriculture,Before 1979-forest or old growth; 1979-crop; 1980-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA06-95,0-20,-9999,-9999,-9999,-9999,4.3,0.2,0.1,-9999,-9999,-9999,-9999,5.8,2.46,0.3,4.23,<1,-9999,-9999,5,7,20,68,7.5YR 6/8,"Orange, Latossolo Vermelho Amarelo muito Argiloso Alico",SS,10,Swidden agriculture,Before 1984-forest or old growth; 1984-crop; 1985-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA06-95,20-40,-9999,-9999,-9999,-9999,4.6,0.2,0.1,-9999,-9999,-9999,-9999,5.5,1.24,0.15,2.13,<1,-9999,-9999,5,6,17,72,7.5YR 6/8,"Orange, Latossolo Vermelho Amarelo muito Argiloso Alico",SS,10,Swidden agriculture,Before 1984-forest or old growth; 1984-crop; 1985-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA06-95,40-60,-9999,-9999,-9999,-9999,4.7,0.2,0.1,-9999,-9999,-9999,-9999,5.7,0.93,0.23,1.59,<1,-9999,-9999,5,5,14,76,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo muito Argiloso Alico",SS,10,Swidden agriculture,Before 1984-forest or old growth; 1984-crop; 1985-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA06-95,60-80,-9999,-9999,-9999,-9999,4.8,0.3,0.1,-9999,-9999,-9999,-9999,5.3,0.76,0.13,1.3,<1,-9999,-9999,4,5,13,78,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo muito Argiloso Alico",SS,10,Swidden agriculture,Before 1984-forest or old growth; 1984-crop; 1985-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA06-95,80-100,-9999,-9999,-9999,-9999,5,0.3,0.1,-9999,-9999,-9999,-9999,4.9,0.68,0.26,1.16,<1,-9999,-9999,4,5,9,82,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo muito Argiloso Alico",SS,10,Swidden agriculture,Before 1984-forest or old growth; 1984-crop; 1985-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA07-95,0-20,-9999,-9999,-9999,-9999,4.4,0.3,0.2,-9999,-9999,-9999,-9999,4.8,2.06,0.36,3.54,<1,-9999,-9999,14,20,22,44,10YR 5/8,"Yellowish brown, Latossolo Vermelho Amarelo Argiloso Alico",SS,7,Swidden agriculture,Before 1987-forest or old growth; 1987-crop; 1988-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA07-95,20-40,-9999,-9999,-9999,-9999,4.8,0.2,0.2,-9999,-9999,-9999,-9999,4.5,0.97,0.11,1.66,<1,-9999,-9999,12,18,14,56,7.5YR 6/8,"Orange, Latossolo Vermelho Amarelo Argiloso Alico",SS,7,Swidden agriculture,Before 1987-forest or old growth; 1987-crop; 1988-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA07-95,40-60,-9999,-9999,-9999,-9999,4.8,0.3,0.1,-9999,-9999,-9999,-9999,4.2,0.76,0.1,1.3,<1,-9999,-9999,11,15,14,60,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,7,Swidden agriculture,Before 1987-forest or old growth; 1987-crop; 1988-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA07-95,60-80,-9999,-9999,-9999,-9999,5.2,0.2,0.1,-9999,-9999,-9999,-9999,3.3,0.61,0.09,1.04,<1,-9999,-9999,12,15,9,64,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,7,Swidden agriculture,Before 1987-forest or old growth; 1987-crop; 1988-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA07-95,80-100,-9999,-9999,-9999,-9999,5.1,0.2,0.1,-9999,-9999,-9999,-9999,2.9,0.55,0.08,0.94,<1,-9999,-9999,13,14,11,62,7.5YR 6/8,"Orange,Latossolo Vermelho Amarelo Argiloso Alico",SS,7,Swidden agriculture,Before 1987-forest or old growth; 1987-crop; 1988-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA08-95,0-20,-9999,-9999,-9999,-9999,4.3,0.3,0.2,-9999,-9999,-9999,-9999,1.1,1.02,0.05,1.75,<1,-9999,-9999,56,33,5,6,10YR 3/4,"Dark brown, Areias Quartzosa Distrofico",SS,3,Swidden agriculture,Before 1990-forest or old growth; 1991-crop; 1992-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA08-95,20-40,-9999,-9999,-9999,-9999,4.6,0.2,0.1,-9999,-9999,-9999,-9999,0.7,0.87,0.04,1.49,<1,-9999,-9999,50,35,9,6,10YR 4/4,"Brown, Areias Quartzosa Distrofico",SS,3,Swidden agriculture,Before 1990-forest or old growth; 1991-crop; 1992-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA08-95,40-60,-9999,-9999,-9999,-9999,4.7,0.2,0,-9999,-9999,-9999,-9999,0.6,0.55,0.04,0.94,<1,-9999,-9999,46,35,7,12,10YR 5/6,"Yellowish brown,Areias Quartzosa Distrofico",SS,3,Swidden agriculture,Before 1990-forest or old growth; 1991-crop; 1992-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA08-95,60-80,-9999,-9999,-9999,-9999,4.9,0.3,0.1,-9999,-9999,-9999,-9999,0.4,0.35,0.02,0.6,<1,-9999,-9999,48,33,9,10,10YR 6/6,"Bright yellowish brown,Areias Quartzosa Distrofico",SS,3,Swidden agriculture,Before 1990-forest or old growth; 1991-crop; 1992-fallow,-9999,-9999,-9999
1995,-9999,-9999,Yapu,YA08-95,80-100,-9999,-9999,-9999,-9999,5,0.2,0.1,-9999,-9999,-9999,-9999,0.3,0.26,0.02,0.44,<1,-9999,-9999,48,34,8,10,10YR 6/6,"Bright yellowish brown,Areias Quartzosa Distrofico",SS,3,Swidden agriculture,Before 1990-forest or old growth; 1991-crop; 1992-fallow,-9999,-9999,-9999
